100,#61c934,#61c934,#61c934,#61c934,#61c934,#61c934,#000000,#000000,#000000,#000000,#000000,#000000,#000000,#000000,#000000,#000000,#000000,#000000,#000000,#000000
100,#61c934,#61c934,#61c934,#61c934,#61c934,#61c934,#61c934,#61c934,#61c934,#61c934,#61c934,#61c934,#000000,#000000,#000000,#000000,#000000,#000000,#000000,#000000
100,#00ff00,#00ff00,#61c934,#61c934,#61c934,#61c934,#61c934,#61c934,#61c934,#61c934,#61c934,#61c934,#61c934,#61c934,#61c934,#61c934,#61c934,#61c934,#61c934,#61c934
100,#00ff00,#00ff00,#00ff00,#00ff00,#00ff00,#00ff00,#00ff00,#00ff00,#00ff00,#00ff00,#00ff00,#00ff00,#61c934,#61c934,#61c934,#61c934,#61c934,#61c934,#61c934,#61c934
100,#00ff00,#00ff00,#00ff00,#00ff00,#00ff00,#00ff00,#00ff00,#00ff00,#00ff00,#00ff00,#00ff00,#00ff00,#00ff00,#00ff00,#00ff00,#00ff00,#61c934,#61c934,#61c934,#61c934
500,#00ff00,#00ff00,#00ff00,#00ff00,#00ff00,#00ff00,#00ff00,#00ff00,#00ff00,#00ff00,#00ff00,#00ff00,#00ff00,#00ff00,#00ff00,#00ff00,#00ff00,#00ff00,#00ff00,#00ff00
125,#00ff00,#00ff00,#00ff00,#00ff00,#00ff00,#00ff00,#00ff00,#00ff00,#00ff00,#00ff00,#00ff00,#00ff00,#00ff00,#00ff00,#00ff00,#00ff00,#61c934,#61c934,#61c934,#61c934
125,#00ff00,#00ff00,#00ff00,#00ff00,#00ff00,#00ff00,#00ff00,#00ff00,#00ff00,#00ff00,#00ff00,#00ff00,#61c934,#61c934,#61c934,#61c934,#61c934,#61c934,#61c934,#61c934
125,#00ff00,#00ff00,#61c934,#61c934,#61c934,#61c934,#61c934,#61c934,#61c934,#61c934,#61c934,#61c934,#61c934,#61c934,#61c934,#61c934,#61c934,#61c934,#61c934,#61c934
125,#61c934,#61c934,#61c934,#61c934,#61c934,#61c934,#61c934,#61c934,#61c934,#61c934,#61c934,#61c934,#000000,#000000,#000000,#000000,#000000,#000000,#000000,#000000
125,#61c934,#61c934,#61c934,#61c934,#61c934,#61c934,#000000,#000000,#000000,#000000,#000000,#000000,#000000,#000000,#000000,#000000,#000000,#000000,#000000,#000000
